"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_url","Answer.HighLevel","Answer.LowLevel1","Answer.LowLevel2","Answer.LowLevel3","Answer.LowLevel4","Approve","Reject"
"3T6EIBTM9LBV62MHRAQYUMHBGUJAAI","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:22 PDT 2018","1","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Sun Jul 29 14:04:22 PDT 2018","","","3MAOD8E57RXH8IMT1QSJPJ8UT1UNX5","A2WNTEVRT68JXT","Approved","Mon Jul 09 16:21:37 PDT 2018","Mon Jul 09 16:22:59 PDT 2018","Thu Jul 12 16:22:59 PDT 2018","Thu Jul 12 10:32:18 PDT 2018","","","82","100% (2/2)","100% (2/2)","100% (2/2)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.infigate.accontrol-screens/screenshot_1.png","Screen shows the temperature of the room and allows the user to adjust the fan.","There is a dial in the center of the screen with the number of degrees in green at the center.","There is a fan speed icon in the bottom left.","There is a power button on the bottom right","The room in question is on the top in a red box.","",""
"3UZUVSO3P7IZYGCI4IIPZW22VQ6EM1","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:44 PDT 2018","1","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Sun Jul 29 14:04:44 PDT 2018","","","3K2755HG5TQRMK4VC28UN7WTB4YFDE","A30GC46VOB82C3","Approved","Wed Jul 11 05:49:52 PDT 2018","Wed Jul 11 05:51:41 PDT 2018","Sat Jul 14 05:51:41 PDT 2018","Fri Jul 13 09:24:12 PDT 2018","","","109","98% (58/59)","98% (58/59)","98% (58/59)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.mp.Injusticepolicecargosquad-screens/screenshot_1.png","This screen allows the user to adjust the settings of the game.","In the center left of the screen is the sound button which allows the user to turn the sound on and off.","In the center right of the screen is the control button which allows the user to indicate how the game is being played.","In the bottom right of the screen is the close button which allows the user to close out of settings.","","",""
"3YCT0L9OMMW6QH20HEHU1SVH17ONSA","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:18 PDT 2018","1","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Sun Jul 29 14:04:18 PDT 2018","","","3B1NLC6UG0J6PH3GSV575MDUQX6PGW","A30GC46VOB82C3","Approved","Tue Jul 10 13:08:18 PDT 2018","Tue Jul 10 13:14:04 PDT 2018","Fri Jul 13 13:14:04 PDT 2018","Thu Jul 12 20:30:10 PDT 2018","","","346","98% (58/59)","98% (58/59)","98% (58/59)","http://173.255.245.197:8080/GEMMA-CP/Clarity/uk.co.economist-screens/screenshot_6.png","This screen allows the user to access news articles from The Economist","In the top right of the screen, there is a menu that allows the user to login, activate digital access, access account and setting, access help, access feedback and contact, or to cancel download.","In the bottom right of the screen, there is Buy single issue, to buy access to the article.","In the bottom right of the screen, below the buy single issue button, there is a subscribe button that allows the user to subscribe to The Economist","In the bottom right of the screen, below the subscribe button, there is the Read Free Editor's Picks, that allows the user to read the editors choice of articles.","",""
"386659BNTL43B1BZ3P0CUFCV3E101T","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:23 PDT 2018","1","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Sun Jul 29 14:04:23 PDT 2018","","","3PQ8K71NHY7YSMKBHCV0J5DWTAZAAJ","A22Y27CKGBT89O","Approved","Mon Jul 09 18:21:01 PDT 2018","Mon Jul 09 18:23:06 PDT 2018","Thu Jul 12 18:23:06 PDT 2018","Thu Jul 12 10:57:40 PDT 2018","","","125","66% (121/183)","66% (121/183)","66% (121/183)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.dndteam.vplayer-screens/screenshot_2.png","This is the list view for a video browser.","Displayed at the top left is the name of the active window.","At the top right of the screen is a button to download media.","In the center of the frame is a listing of videos, file names, resolutions, and file size.","","x",""
"34ZTTGSNJXB2351CMCXC18JKX7UQHF","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:18 PDT 2018","1","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Sun Jul 29 14:04:18 PDT 2018","","","3UNH76FOCTS0Q5R3ULZLVIQ3QS9MYR","A1MFR8AR96VI0J","Approved","Wed Jul 11 02:16:34 PDT 2018","Wed Jul 11 02:26:48 PDT 2018","Sat Jul 14 02:26:48 PDT 2018","Thu Jul 12 13:57:09 PDT 2018","","","614","76% (119/156)","65% (68/105)","65% (68/105)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.planner5d.planner5d-screens/screenshot_5.png","This is a project management page for organising folders.","On the right hand side from top to bottom is a green title bar and in the bottom of it is a question mark icon for user help.","At the top of the green banner bar is a further options button and the page title.","In the centre of the screen is a dialog box in the foreground where a user can create a new folder.","In the bottom left hand corner is a red circular button allowing the user to add folders or projects to those listed.","",""
"3GKAWYFRAPG0RDVV03ZXAIEC0JGDP3","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:30 PDT 2018","1","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Sun Jul 29 14:04:30 PDT 2018","","","3AWETUDC93FEZCBH5S3CHWSOFAZIZY","A27W2NM05I2JWJ","Approved","Tue Jul 10 16:36:22 PDT 2018","Tue Jul 10 16:39:04 PDT 2018","Fri Jul 13 16:39:04 PDT 2018","Fri Jul 13 09:25:20 PDT 2018","","","162","100% (2/2)","100% (2/2)","100% (2/2)","http://173.255.245.197:8080/GEMMA-CP/Clarity/ru.sort1-screens/screenshot_4.png","screen is loading to show user a different view","there is a loading icon in the center of the screen","N/A","N/A","N/A","",""
"3WRAAIUSBJM72FUA2KICEUS9HFRXA8","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:18 PDT 2018","2","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Wed Aug 01 10:32:06 PDT 2018","","","36DSNE9QZ6LYVJHGL1DVDZ0K8DTOJ6","A3542PB4Z0NE80","Rejected","Mon Jul 09 14:07:29 PDT 2018","Mon Jul 09 14:09:18 PDT 2018","Thu Jul 12 14:09:18 PDT 2018","","Thu Jul 12 10:32:06 PDT 2018","Low level description does not contain spatial reference","109","13% (1/8)","13% (1/8)","13% (1/8)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.ikeyboard.theme.hellfire-screens/screenshot_1.png","The option to view themes and activate the theme you like","A button to play emoji game","recommendations for other themes","a button to activate theme","a button to show more content","",""
"3WRAAIUSBJM72FUA2KICEUS9HFRXA8","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:18 PDT 2018","2","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Wed Aug 01 10:32:06 PDT 2018","","","3OWEPKL08AZNT3G2JDOLVKV7SQVN7T","A1MFR8AR96VI0J","Approved","Fri Jul 13 02:48:22 PDT 2018","Fri Jul 13 02:51:39 PDT 2018","Mon Jul 16 02:51:39 PDT 2018","Fri Jul 13 12:09:44 PDT 2018","","","197","76% (119/156)","65% (68/105)","65% (68/105)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.ikeyboard.theme.hellfire-screens/screenshot_1.png","This is a game app or theme app for a mobile phone.","In the top right hand corner is a icon or logo which may be clickable.","Near the top and the centre are three radio style buttons possibly indicating the page you are currently on.","A little lower down from the three radio buttons is a large blue button to activate the theme.","Just below the activate theme button is another blue button and this one is to play the emoji game.","",""
"3BS6ERDL93USH7DQL70O4INV5EQ6DQ","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:30 PDT 2018","1","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Sun Jul 29 14:04:30 PDT 2018","","","3K5TEWLKGWYXQS674VE9WQFSRTCIV5","A3THR2UWGQNVX4","Approved","Mon Jul 09 22:53:03 PDT 2018","Mon Jul 09 23:10:56 PDT 2018","Thu Jul 12 23:10:56 PDT 2018","Thu Jul 12 10:57:48 PDT 2018","","","1073","90% (38/42)","90% (38/42)","90% (38/42)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.kapp.ifont-screens/screenshot_3.png","Pop-up window, displaying an app's change log.","Text in the window describes to the user the changes in the app's most recent update.","At the bottom-right of the pop-up window is a button to confirm and exit the change log.","","","",""
"30QQTY5GMK7X292HQCV5KWRFMP57U0","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:23 PDT 2018","1","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Sun Jul 29 14:04:23 PDT 2018","","","33C7UALJVMLOFAEWOVITCDEYZ4B18O","A22Y27CKGBT89O","Approved","Wed Jul 11 09:35:22 PDT 2018","Wed Jul 11 09:39:11 PDT 2018","Sat Jul 14 09:39:11 PDT 2018","Thu Jul 12 10:32:20 PDT 2018","","","229","66% (121/183)","66% (121/183)","66% (121/183)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.disney.disneymoviesanywhere_goo-screens/screenshot_4.png","This is a notification regarding a password recover process.","A notification is displayed in the center of the frame.","Text at the top of the notification explains the process for recovering a Disney Account password.","A blank text field is located in the center of the window where user can enter their email address.","Two buttons are located below the email field. The top button is 'Continue', the lower button is 'Cancel'.","x",""
"3T2EL38U0M7ZPV1RRGFY4U7ELXDXQF","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:23 PDT 2018","2","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Wed Aug 01 20:29:59 PDT 2018","","","3FE2ERCCZYVUHUKEGEIFAVMWHISOPB","A22Y27CKGBT89O","Rejected","Tue Jul 10 09:18:59 PDT 2018","Tue Jul 10 09:20:31 PDT 2018","Fri Jul 13 09:20:31 PDT 2018","","Thu Jul 12 20:29:58 PDT 2018","Most of the low level descriptions don't contain functionality descriptions","92","66% (121/183)","66% (121/183)","66% (121/183)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.enlightment.voicecallrecorder-screens/screenshot_4.png","This is a popup frame allowing user to sort content by different variables.","The popup is displayed in the center of the frame with three rows of contextual options.","From top down the options are to show All Records, Sort by Name, and Sort by Date.","The active notification window is displayed above the inactive app frame.","","x",""
"3T2EL38U0M7ZPV1RRGFY4U7ELXDXQF","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:23 PDT 2018","2","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Wed Aug 01 20:29:59 PDT 2018","","","3SBEHTYCWOQEUM1C961T3PJNBYQIY6","A3GU00DMBON7YO","Approved","Fri Jul 13 09:52:17 PDT 2018","Fri Jul 13 09:56:16 PDT 2018","Mon Jul 16 09:56:16 PDT 2018","Fri Jul 13 12:09:48 PDT 2018","","","239","100% (1/1)","100% (1/1)","100% (1/1)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.enlightment.voicecallrecorder-screens/screenshot_4.png","This screen allows the user to view their records and sort each one.","A button at the top of the screen allows the user to see all their records.","A button in the middle of the screen allows the user to sort records by name.","A button at the bottom beneath 'sort by date' allows the user to sort by date.","N/A","",""
"3MJ28H2Y1EVN20416X4ZN6LUDXMO5P","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:45 PDT 2018","1","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Sun Jul 29 14:04:45 PDT 2018","","","3AWETUDC93FEZCBH5S3CHWSOFAEZIU","A22Y27CKGBT89O","Approved","Tue Jul 10 14:14:42 PDT 2018","Tue Jul 10 14:17:52 PDT 2018","Fri Jul 13 14:17:52 PDT 2018","Fri Jul 13 09:25:15 PDT 2018","","","190","66% (121/183)","66% (121/183)","66% (121/183)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.itonline.anastasiadate-screens/screenshot_1.png","This is a terms and conditions page for the app.","A back button is located at the top left.","The header of this page displays the purpose of this screen.","The page of terms and conditions covers the rest of the frame, and can be scrolled through.","","x",""
"35YHTYFL1GQAUH6NDL3M4A6FYKWVFG","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:18 PDT 2018","1","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Sun Jul 29 14:04:18 PDT 2018","","","392CY0QWG2EYWFNSKZDMN0FFE7V4IR","A22Y27CKGBT89O","Approved","Mon Jul 09 16:17:24 PDT 2018","Mon Jul 09 16:20:28 PDT 2018","Thu Jul 12 16:20:28 PDT 2018","Thu Jul 12 10:32:18 PDT 2018","","","184","66% (121/183)","66% (121/183)","66% (121/183)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.ossys.IslamicMed-screens/screenshot_2.png","This is a menu screen displaying various healing options to pursue within the app.","The top left corner of this screen displays the name of the app.","The center of the screen displays six large buttons with various app content to explore.","The bottom center of this screen displays a clickable text link to donate and buy the pro version of the app.","","x",""
"308KJXFUJRT0LYLQXAHFPR734J4AT3","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:31 PDT 2018","1","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Sun Jul 29 14:04:31 PDT 2018","","","3A4TN5196L51VOPN7W1J6MQO6D5HC8","A2DSQT79EPX7MY","Approved","Tue Jul 10 06:52:24 PDT 2018","Tue Jul 10 06:53:28 PDT 2018","Fri Jul 13 06:53:28 PDT 2018","Thu Jul 12 20:29:54 PDT 2018","","","64","100% (8/8)","100% (8/8)","100% (8/8)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.airbnb.lottie-screens/screenshot_2.png","Screen showing the user the brand logo.","Bottom right button allows user to exit the screen.","Bottom middle button shows the user which page they're on.",".",".","",""
"3KLL7H3EGDOU8DXT8BRM7VISEZ9VHE","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:18 PDT 2018","1","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Sun Jul 29 14:04:18 PDT 2018","","","3RJSC4XJ11H5L3ACUE7QMOLXSKW50B","A1MFR8AR96VI0J","Approved","Wed Jul 11 01:27:14 PDT 2018","Wed Jul 11 01:31:02 PDT 2018","Sat Jul 14 01:31:02 PDT 2018","Thu Jul 12 13:57:08 PDT 2018","","","228","76% (119/156)","65% (68/105)","65% (68/105)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.crowdscores.crowdscores-screens/screenshot_1.png","This is a sign in page for an app or website.","At the top of the screen is a green title bar and on the left side is an x which the user can use to close the page down.","In the middle of the page are two elongated buttons. The top one is a sign up button which is greyed out or unselected.","The button beneath the sign up button is the sign in button and this one is green to show it is highlighted.","Next to the x in the green title bar at the top is the header for the page, in this case 'Account'.","",""
"3IH9TRB0FBMEIWSF7FPI0JCRP8I1IP","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:39 PDT 2018","2","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Wed Aug 01 20:30:04 PDT 2018","","","33LKR6A5KF77DU6KRTTO39ALDBK1TP","A4TH0P4UFF7I7","Rejected","Tue Jul 10 10:46:23 PDT 2018","Tue Jul 10 10:48:13 PDT 2018","Fri Jul 13 10:48:13 PDT 2018","","Thu Jul 12 20:30:03 PDT 2018","Most of the low level descriptions don't contain spatial references","110","30% (22/74)","30% (22/74)","30% (22/74)","http://173.255.245.197:8080/GEMMA-CP/Clarity/io.cordova.fddcustomer-screens/screenshot_1.png","This is an app that will allow you to relive from restaurants","there is a title bar with three bars you can select that will give you the settings","There is a text box that you can enter your address into to get your food","There is a box that you can scroll through to instruct you how to order","There is a persistent navigation bar at the bottom for the OS","",""
"3IH9TRB0FBMEIWSF7FPI0JCRP8I1IP","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:39 PDT 2018","2","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Wed Aug 01 20:30:04 PDT 2018","","","3MMN5BL1W0RZA2UF506V5OURI0XM3P","A1MFR8AR96VI0J","Approved","Fri Jul 13 04:30:59 PDT 2018","Fri Jul 13 04:34:18 PDT 2018","Mon Jul 16 04:34:18 PDT 2018","Fri Jul 13 12:09:45 PDT 2018","","","199","76% (119/156)","65% (68/105)","65% (68/105)","http://173.255.245.197:8080/GEMMA-CP/Clarity/io.cordova.fddcustomer-screens/screenshot_1.png","This is food ordering and delivery app.","At the top of the screen is a title bar and on the right hand side is a shopping bag icon indicating zero current items.","On the left hand side of the title bar is a further options button.","One third of the way down from the top is a text entry field where the user can enter an address and search for it.","In the background to the address entry field is some images of food dishes which promotes the nature of the app.","",""
"3XU9MCX6VOZY0GDUG6J5JUNN4AF2RB","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:18 PDT 2018","2","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Wed Aug 01 11:06:21 PDT 2018","","","39O5D9O87UFM1GIOSBCH2SPEN96C3H","A1CTJ8UT7SF317","Rejected","Tue Jul 10 11:25:59 PDT 2018","Tue Jul 10 11:26:24 PDT 2018","Fri Jul 13 11:26:24 PDT 2018","","Thu Jul 12 11:06:20 PDT 2018","Did not follow the instructions, providing only two word answers","25","0% (0/1)","0% (0/1)","0% (0/1)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.linkedin.android.jobs.jobseeker-screens/screenshot_2.png","Clean design","Easy to use","Time featured","Power bar featured","Wi-fi access","",""
"3XU9MCX6VOZY0GDUG6J5JUNN4AF2RB","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:18 PDT 2018","2","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Wed Aug 01 11:06:21 PDT 2018","","","3GLB5JMZFYIX0K0QNMEC5SW6DBCGDF","A1MFR8AR96VI0J","Approved","Thu Jul 12 13:58:45 PDT 2018","Thu Jul 12 14:02:52 PDT 2018","Sun Jul 15 14:02:52 PDT 2018","Fri Jul 13 13:00:44 PDT 2018","","","247","76% (119/156)","65% (68/105)","65% (68/105)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.linkedin.android.jobs.jobseeker-screens/screenshot_2.png","This is a job search portal, app or website.","At the top of the screen is a search bar where the user can enter the job title or a keyword.","Just under the search bar are three tabs, for saved jobs, applied jobs and viewed jobs.","At the bottom of the page are four icons with text allowing the user to perform more functions and access more features.","Two thirds down from the top and centrally positioned is blue sign in link for the user.","",""
"344M16OZKI25GYXIGJXPCBR20GGEN1","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:45 PDT 2018","1","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Sun Jul 29 14:04:45 PDT 2018","","","3Z7VU45IPZ43Z6FJXLI6PXB2Y8A1ZB","A30GC46VOB82C3","Approved","Tue Jul 10 15:17:29 PDT 2018","Tue Jul 10 15:18:59 PDT 2018","Fri Jul 13 15:18:59 PDT 2018","Fri Jul 13 09:25:18 PDT 2018","","","90","98% (58/59)","98% (58/59)","98% (58/59)","http://173.255.245.197:8080/GEMMA-CP/Clarity/net.bucketplace-screens/screenshot_3.png","This screen allows the user to login to their account to gain access to the app.","In the center of the screen is a page that allows the user to type in their login information.","In the bottom center of the screen in the white box is the enter button which allows the user to login to the app.","","","",""
"372AGES0I4SZ1WGR4V4Y9KHJHJFXRG","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:23 PDT 2018","2","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Sun Jul 29 15:33:44 PDT 2018","","","33UKMF931A78MEITTCDY9FTH6OMTTS","A3FPPZWMQOANR4","Approved","Thu Jul 12 11:52:02 PDT 2018","Thu Jul 12 11:57:32 PDT 2018","Sun Jul 15 11:57:32 PDT 2018","Fri Jul 13 13:00:43 PDT 2018","","","330","100% (2/2)","100% (1/1)","100% (1/1)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.sears.winit-screens/screenshot_3.png","screen shows privacy a privacy notice for user to agree to","in the middle is are where user can view full privacy policy","under privacy policy is are where user can click to view california policy","at bottom is area in green for user to click to agree with the policy","n/a can't submit when blank","",""
"372AGES0I4SZ1WGR4V4Y9KHJHJFXRG","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:23 PDT 2018","2","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Sun Jul 29 15:33:44 PDT 2018","","","3GA6AFUKOPBDIOT4E3QIDJMU0US3HK","A1PNBUQ202QH0T","Rejected","Mon Jul 09 14:05:14 PDT 2018","Mon Jul 09 14:05:58 PDT 2018","Thu Jul 12 14:05:58 PDT 2018","","Mon Jul 09 15:33:43 PDT 2018","One word answers and intentionally spamming","44","0% (0/30)","0% (0/30)","0% (0/30)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.sears.winit-screens/screenshot_3.png","nice","good","great","wow","mass","",""
"3WYZV0QBFJ0CLPZ28YI895CFZXCXB3","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:18 PDT 2018","1","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Sun Jul 29 14:04:18 PDT 2018","","","3ZV9H2YQQEUVFEOT92CIEMWHFJ0W3A","A1USYYS8TPQ31A","Approved","Mon Jul 09 20:46:43 PDT 2018","Mon Jul 09 20:47:48 PDT 2018","Thu Jul 12 20:47:48 PDT 2018","Tue Jul 10 07:54:53 PDT 2018","","","65","50% (29/58)","50% (29/58)","50% (29/58)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.buildabear.honeygirls.selfie-screens/screenshot_2.png","The screen provides an image of three cartoon characters labelled Honey Girls, with a description. There are no visible user controls.","*The HIT interface will not allow this box to remain blank!*","*The HIT interface will not allow this box to remain blank!*","*The HIT interface will not allow this box to remain blank!*","*The HIT interface will not allow this box to remain blank!*","",""
"3G9UA71JVVHOOTRNEDRRDUI45977J4","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:18 PDT 2018","1","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Sun Jul 29 14:04:18 PDT 2018","","","32Q90QCQ1T87UCA998AB926JJ75EKN","A22Y27CKGBT89O","Approved","Tue Jul 10 11:29:34 PDT 2018","Tue Jul 10 11:31:56 PDT 2018","Fri Jul 13 11:31:56 PDT 2018","Thu Jul 12 20:30:05 PDT 2018","","","142","66% (121/183)","66% (121/183)","66% (121/183)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.muslimconsumergroup.halalfoods-screens/screenshot_3.png","This is a popup frame notifying the user of an update in progress.","A notification window with text is displayed in the center of the frame.","A 'dismiss' button is located at the bottom of the notification frame.","The active notification sits above an inactive app screen.","","x",""
