"Filename","High","Low1","Low2","Low3","Low4","Split"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.airkast.MARK_LEVIN-screens/screenshot_3.png","this screen is a display of some music application","at the top left corner there is an arrow mark symbol which can be clicked to go back to the previous page","next to the arrow mark at the top left corner there is a label called as six one seventeen mark levin audio rewind","at the bottom there is a display of music player","in that player forward button rewind button and play pause buttons are displayed","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.keeratipong.skineditorminecraft-screens/screenshot_4.png","screen shows screen editor app paint option","on the too left corner here is a heading skin editor","on the top right corner there is a menu bar","in the middle there is a painting logo which represents the app brand","","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.atomic.apps.medical.disease.condition.dictionary-screens/screenshot_2.png","search page for various medical conditions and diseases","the search bar is where you would enter text related to what you are trying to find info on","below the search bar are shown all of the conditions available to search for in the interface","the conditions are in alphabetical order","it is assumed only some results will be shown after searching","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.atomic.apps.medical.disease.condition.dictionary-screens/screenshot_2.png","this screen is a display of some medical related application","at the top center the name of the application is displayed","below the application name there is a search box in which you can enter the disease name","below the search box there are list of diseases","you can click on any of them to know about it","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.technopi.romanticstickers-screens/screenshot_6.png","romanitc stickers app","hearts in the background a total of twelve","yellow start button at the bottom of the screen","pinksih redish background in a gradient form","white and red heart with the words romanitc stickers","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.netbeast.yeti-screens/screenshot_1.png","screen show a main page on an app","at center there is two buttons to log in and a create account button","at top there is a app logo","at bottom there is a text for terms and privacy","","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.psiphon3.subscription-screens/screenshot_1.png","screen shows psiphon app home page","on the top there is a heading psiphon pro","on the top there are four options in a row home stats options and logos","in the middle there is a psiphon app logo which represents the app brand","on the bottom left there is a start option and on right there is a open browser option","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.keerby.videotomp3-screens/screenshot_4.png","the screen shows an interface to convert the audio track from video to mp3 with a video player and timecode interface","to the top right of the screen is a select video button an extract audio button and an action overflow button","to the center of the screen is an icon and message which may also be a file selection button","to the bottom of the screen is an unpopulated video time indicator","","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.TWCableTV-screens/screenshot_2.png","tv parentla controls for tv and movies","shows a tv ratins bar rated from tv y to tv ma slide to adjust controls","movie ratings from g adult slide to move ratinng to set controls","a pin number is required once a rating ls selected","x in the upper right hand corner to back out of these options","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.carpart.r1183-screens/screenshot_5.png","search years page of ace auto parts is shown in the screen","the center of the page has list of years user can select the year to see details","the top of the page has title bar with ace auto parts label","back button is placed on the left top corner","search years bar is placed below the title bar","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.xyware.scanner-screens/screenshot_1.png","this is an audio scanner and sleep networking app","at the top of the screen is a red banner with a title and a further options icon in the far right hand corner","in the left of the red banner is a back or previous item arrow","just below the red banner is the name of the service and app provider","just below the service and app providers name is a volume slider which the user can use to increase or decrease the volume","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.dieselogasolina.fueldrivingcostsave-screens/screenshot_2.png","screens how unlock premium access","in top of screen upgrade option is user needs","","","","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.dieselogasolina.fueldrivingcostsave-screens/screenshot_2.png","screen shows upgrading to premium options","there is a logo on the top left corner","on the top middle there is a text of premium access upgrade","in the upper middle there are three option of no ads app load faster and ninety nine only","in the middle there is a upgrade button","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.allaboutee.pronounceitright-screens/screenshot_2.png","screen show choose a language screen","center of the screen list of languages are given for select the languages","","","","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.pakistansfeaturedapps.makeuptips-screens/screenshot_3.png","screen shows five minute makeup information of an app","on the top there is a heading five minute makeup","from top to bottom there are six steps for five minute make up","on the bottom center there is a love option","on the bottom right there is a share option","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/si.modula.android.instantheartrate-screens/screenshot_1.png","screen where user can see the pace of his heartbeat","in the center there is a digit and a line indicating the category of the pace it doesnt seem to be interactive","in the bottom there is a next bottom that the user can click to get to next screen","in the top there is a writing which doesnt seem interactive","","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.emdigital.jillianmichaels-screens/screenshot_4.png","this screen represent the sign in","at the top email is present","after that password is avaialble","at below that login is present","at bottom privacy policy is present","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.kapp.ifont-screens/screenshot_5.png","screen show font prev for select font","in top of the screen back option is placed for go previous","in top of the screen preview option is given for preview the word","in top of the screen thumb option is given for preview the word","in top of the screen preview option is given for top app the word","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.curiosity.dailycuriosity-screens/screenshot_3.png","","options in top left corner","","swipe to begin tour","","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/paperz.makeup.fr.blueyes.app-screens/screenshot_5.png","this is a eye make up application app","in the top right hand corner is a further options button or icon","in the top left hand corner is a back or previous button","in the top left hand corner next to the back button is an illuminati eye symbol","the main body of the screen is taken up with three columns and five rows of images of eyes with make up applied to them","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.PICCHAT.FunimateMusicallyVideo-screens/screenshot_2.png","screen shows musically video page","in top left corner back option is placed for go to previous","below the back option there is a image folder for store photos","in the screen there are many categories of images present","in bottom right corner there is a next option where user can go to next page","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.microsoft.office.lync15-screens/screenshot_6.png","screen shows the skype application where user can make video chat through internet","at the center of the screen there is a arrow button where user can log in with their skype account","center screen also shows the skype logo","center screen also shows the text welcoming to the skype application","and shows the text to check their support page if there is problem in sign in","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.turner.trutv-screens/screenshot_3.png","screen where user can see and chose different programmes to watch","in top left hand corner is the trutv and menu list","in the top right hand side is a small rectangle box with live sign to watch live streaming","also at top right is the share sign to share the content outside the app","in the bottom right side is the yellow rectangle botton for users to log in","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.glympse.android.glympse-screens/screenshot_1.png","screen showing the share page of the app","the top of the page has a title bar with label share","there is a back button on the top left of the page","the right top of the page has an arrow to move forward","the center of the page displays map and features listed in rows","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/co.easy4u.writer-screens/screenshot_5.png","screen where user can select how to sort the entries in writer plus","the first option in the sort by window sorts titles alphabetically","under the alphabetical option is a reverse alphabetical option which is currently selected","under the reverse alphabetical option is an option to sort by most recently modified","in the background the writer plus entries are displayed the user can click on these to read their contents","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.oneapp.max-screens/screenshot_5.png","screen that show a big picture icon and button","at center there is an image that show a finished goal","at bottom there is a text tescription and button","at top left there is a back button and description of page","at top center there is a large title","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.richtechie.hplus-screens/screenshot_2.png","screen show device firmware update in firmware","in top of the screen back option is placed for go previous","in top of the screen search option is given for searching the page","in center of the screen version are given in firmware","","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.teletrader.android-screens/screenshot_4.png","this screen is a display of some trading application","at the top left corner there is a label called teletrader","at the top center there is a label displayed","the label is displayed as market overview","below the label there many data displayed","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.goodrx.doctors-screens/screenshot_5.png","this screen is a display of a goodies application","at the top left corner a label is displayed","the label is displayed as goodies","at the bottom many link buttons are displayed","you can choose your desired option","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/in.rajeshmourya.android.travelog-screens/screenshot_1.png","screen allows you to document an new expense in an application","screen allows you to put cost description price per unit time and date","lower right circle tab allows you to save this page","upper left tab allows you to go back to previous screen","upper right tab allows you to see other options","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.editor.photo.cartooon-screens/screenshot_3.png","thumbnails for a gallery of pictures in a users phone","list of pictures","multiple pictures in screen","picture preview screen","","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.joongly.tilemap-screens/screenshot_1.png","this page is privacy policy page","top left corner is privacy policy is available","the page is present the services and privacy policy to explain","bottom left of the page is decline button is available","bottom right of the page is accept button is available","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.ichi2.anki-screens/screenshot_1.png","screen shows card types","in top left corner back option is placed for go to previous","in top right corner there is a setting option where user can change their settings","left of the setting option there is a select option","right of the select option there is a visibility option","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.colorsnap-screens/screenshot_4.png","screen shows as a scan a one number","center part of image one mobile in hand displayed","in mobile scanning a sw nine thousand fifty two blithe blue code","top most left side one icon of scan color number and right side location of it","most bottom part scan bottom after scanning code click on it","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.ikeyboard.theme.GalaxySparkle-screens/screenshot_4.png","the screen shows a theme for a smartphone application in the background with a notification stating that a particular theme requires another application called kika keyboard","the notification states that kika keyboard is a free smart keyboard app that has multiple functions","the notification has two buttons to the left not now and the right get it now giving the user the decision to download the application","the upper right hand corner shows that the time is three 14pm","the upper left hand corner shows that the application was downloaded from the google play store and that the phone is in need of an update","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.ikeyboard.theme.GalaxySparkle-screens/screenshot_4.png","this theme suggests require kika keyboard","after advice of keyboard one tag line display typing fast easy and fun with this smart key board","display to select different emojis themes gifs stickers","get it now option available to select any one","if you dont want not now option available","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.freevpnintouch-screens/screenshot_1.png","this screen displays a finance related page of some application","at the top center a label is displayed known as choose you premium plan and save","below the label there are four options displayed","below the options there is a display of another label","that label name is premium account benefits","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.banggood.client-screens/screenshot_2.png","home screen of mobile phone showing icons of different apps is displayed in the screen","the topmost of the screen has google search bar with microphone icon on right side","three apps are placed just below the google serach bar","the bottom line has icons six apps with more button","there are google and playstor icons above the last line of buttons","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.beansandbrews.beansandbrews.android.app-screens/screenshot_5.png","splash screen for the beans and brews coffee house app","at the center of the screen small sans serif copy explains the purpose and use of the app","at the bottom right of the header bar is a button to skip any introduction to the app","at the bottom center of the screen is an additional instruction to swipe left to access the apps features","","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/so.ofo.abroad-screens/screenshot_3.png","this page provides country codes","at the top left is a button to cancel","below the cancel button is the option to see the countries that start with s","below the s category is the u category","below the u header there is the option to choose the united states","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/mobi.infolife.ezweather.widget.crystal-screens/screenshot_6.png","this screen displays an adblocker","on the center an image is displayed","below center text is displayed","below that a button to action is displayed","below that a cancel button","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/mobi.infolife.ezweather.widget.crystal-screens/screenshot_6.png","","informs of weather widget ad blocker","allows customer to block ad now","cancel ad block","","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.lifetimefitness.interests.fitness-screens/screenshot_2.png","screen showing the license agreement page of the software","the center of the page shows a large text block of license agreement","the top of the page has title license agreement","there is a back button on the left side of the title bar","the background of the page is gray in color","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.lifetimefitness.interests.fitness-screens/screenshot_2.png","screen shows license information of an app","on the top left corner there is a back button","on the top left there is a heading license agreement","from top to bottom there are some text information about the license of the app","","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.marocf.com.hairstyles-screens/screenshot_2.png","wallpaper selection feature sizing an image to make into a wallpaper","there is a frame allowing the user to select the field of view for the wallpaper","the image is titled hairstyles","the hairstyle is called half up braided","the image itself depicts the crude steps for the hairstyle","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/mobi.charmer.collagequick-screens/screenshot_1.png","a screen for the user to select emojis","top left is a back arrow and a label of current screen seven out of twenty","center of screen is four emojis wide and nine emojis tall the screen scrolls for more","emojis can be selected once selected they have a green check mark","","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/vsin.t16_funny_photo-screens/screenshot_2.png","the image shows different subjects blended through double exposure photography","the person in the picture is given a different background","the background is visible through the subject","birds have been added to the left trees on the right","more photographic samples are listed at the bottom","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.symantec.securewifi-screens/screenshot_1.png","screen shows redeeming code of a google map app","on the top left there is a menu bar with search option","on the top right there is a microphone option","in the middle there is a code entering form","in the middle there is a terms and conditions option with a redeem option on the right","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.google.android.apps.youtube.music-screens/screenshot_1.png","screen shows sign in option for music app","on the top middle there is a heading","in the upper bottom there is a text","the middle is empty","the bottom has a sign in option","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.my6.android-screens/screenshot_6.png","a screen showing a review page on an over page of a motel business","at the top of the screen is a picture showing a motel location with a call button in the top right corner","underneath the picture is an overview of a particular motel locations review score","beneath the overview in the center is a persons review of this motel at this location","beneath a persons review is another persons review of their visit at this motel location at the bottom of the screen","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/sworkitapp.sworkit.com-screens/screenshot_1.png","the screen allows the user to enter their information to login for an application","the user can click on the create account button to create an account","the user can input their information to create an account","the user can click on login button at the bottom to enter the application","the user can click back button to move to the previous page","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.melgames.videocompress-screens/screenshot_1.png","screen shows video editor app options","on the top left there is a back button with heading video compress","on the top right there is a menu bar","on the top there is a video for editing on right","from top to middle there are eight options on left compress video cut rotate fast play extract share and delete option","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/mobi.infolife.ezweather.widget.foliage-screens/screenshot_4.png","screen shows weather condition of a place","on the top left corner there is a logo which represents the app brand","on the top right corner there is a setting option","in the middle there is a text information showing temperature seventy eight degree","on the bottom there is a weather on the left and a creative option on the right","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/br.com.brainweb.ifood-screens/screenshot_6.png","this screen allows the user to choose between two countries","the first option on the screen below the menu bar allow the user to login through facebook","the second option below the menu bar allows the user to login through gmail","the continue button allows the user to submit his choice","the back button on the left top corner allows the user to back to the previous page","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/br.com.brainweb.ifood-screens/screenshot_6.png","this interface allows the user to choose the country from which they come from","the arrow on top left corner of the screen allows the user to go to previous interface","the button entrar com facebook allows the user to connect to the app with the facebook credentials","the button entrar com numero do celular allows the user to use their phone number to connect with the app","the continuar button allows the user to continue to the next interface after they have selected their country","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.xvideostudio.videoeditor-screens/screenshot_1.png","screen shows editing information of an app","on the top there is a edit color option on left and a music option on right","in the upper middle there is a play option","in the upper middle there is a text and a timing option","in the middle there is a heading new edit experience","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/horoscope.astrology.zodiac.daily.free-screens/screenshot_2.png","screen of homepage of charecteristics with different tabs for the user to select","the top of the screen shows the label characteristics with an arrow on the leftside","below the label there are eight tabs and the taurus is remaining selected","the center of the page has a picture of taurus","below the picture there is a text block describing the features of taurus","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/horoscope.astrology.zodiac.daily.free-screens/screenshot_2.png","screen shows characteristics of taurus","in top of the screen back option is placed for go previous","in top of the screen aries taurus gemini cancer leo virgo libra scorpio links are placed","in center of the screen diagram representation are palced","in center of the screen taurus article characteristic are briefly explained","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.simplenotepad2-screens/screenshot_3.png","this screen is a display of search page of some application","at the top left corner there is an arrow link button which can be used to go back to the previous page","next to the arrow mark there is a label called search","at the top right corner there are two symbols displayed","at the top right corner settings symbol is displayed","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.infomarvel.istorybooks-screens/screenshot_2.png","title page to a childrens story seeing beyond the obvious","top left is an icon for istorybooks a menu button","center of the screen is text title of story and text for illustrations and narration names","swipe the screen left to continue or a timed page is unclear","","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/proffesionals.dog.whistle.cat.repelent-screens/screenshot_3.png","screen show dog whistle app","in top of the screen cart option is given for shopping","in top of the screen share option is given","in top of the screen free play training tutorial option are given for user needs","in top of the screen faq are given for user needs","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.jaumo.lesbian-screens/screenshot_2.png","this screen displays a sign up page of some application","at thr center of the screen there is a label which is question about thr users name","below the label there is a blank field in which you can the age","at the bottom center of the screen there is a link button called sign up with facebook","onve you enter the age you can click on continue to go to the next page","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/mobi.supo.optimizer-screens/screenshot_4.png","screen shows battery information of an app","on the top left corner there is a clock that shows five forty am","on the top right corner there is a setting option","in the upper middle there is a battery option which shows eighty six percent charged","in the middle there are three options ram cpu and battery","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/mobi.beyondpod-screens/screenshot_4.png","screen shows beyondpod app starting option","on the top left corner there is a menu bar with text what to play","on the top right side there is a number menu option and a menu option","in the middle there is a heading of the app with some licence agreement","on the upper bottom there is a lets start option","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.pulseras.pulserasdegomitas-screens/screenshot_2.png","screen shows all stars page","in top left corner there is a menu option where user can view all menu","in top right corner there is a search option where user can search","in center of the screen there is a small screen where user can confirm","bottom of the small screen there are two option such as cancel and okay option","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.pulseras.pulserasdegomitas-screens/screenshot_2.png","screen shows proceeding of an action option of an app","on the top left there is a home button with heading all stars zero","on the top right there is a search and a menu bar","in the middle there is a text information about the action can not be done","in the middle there is a cancel option on left and a ok button on right","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.google.android.apps.magazines-screens/screenshot_1.png","this screen represent the google play app","at the top notices for file s is present","after that guava eleven zero two jar is available","below youtube android palyerapi jar is available","at the bottom jackson core asl one nine one jar is available","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.gowireless.mobile-screens/screenshot_1.png","screen show loading of the social media","in top of the screen setting option is given for set the app","in top of the screen mail option is given","in center of the screen loading screen given for loading the page","","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.boxed.prod-screens/screenshot_1.png","screen show login into boxed page","in top of the screen welcome to boxed message is given","in bottom of the screen create an account option is given for create the account","in bottom of the screen login option is given for login","","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.augmentra.viewranger.android-screens/screenshot_1.png","screen to troubleshooting the mobile on the settings","on that menu also contains many option of troubleshooting","on crash report menu send automatically checkbox was checked","logging menu contains various options","after that track menu with their options and route menu also available","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.graphicalize.comicize.app-screens/screenshot_3.png","screen shows deleting all downloading effect of comicize app","on the top left corner there is a menu bar on the top right corner there is a new comic option","in the middle there is a text showing that all downloaded effect will be deleted","on the bottom left side there is a menu bar","on the bottom there is a text","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.asus.flashlight-screens/screenshot_4.png","screen show faq page if user can any dout","in top of the screen back option is placed for go previous","in center of the screen on off flash light is given","bottom of the screen no option is given","bottom of the screen yes option is given","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.wazspappin.source-screens/screenshot_1.png","enter email notification","","sign in with facebook or credentials option","create account option","forgot password button","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.endless.healthyrecipes-screens/screenshot_2.png","screen shows selecting of different languages","there is a language heading on the top left corner","there is a search button on the top right corner","there are some languages on the middle left side","on the bottom there is a done option","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.endless.healthyrecipes-screens/screenshot_2.png","list of languages are displayed in the screen","the left side of the page is with list of languages there are radio buttons to choose the languaged preferred by the user","done button is place at the end of list at bottom","search button is shown at top right side","languages label is put at top left side","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.cmc.dms-screens/screenshot_2.png","screen to show the pixel media server status","in the center of the screen is button to enable or disable a v thumbail","to the right of enable and disable button is a button the user will press to cancel the current page","to the left of enable and disable button is a button the user will press to save the current selection","to the right side above center is a button that user will press to switch on and off wifi","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/org.leetzone.android.yatsewidgetfree-screens/screenshot_4.png","screen shows cloud save app information","on the top left there is a back option with a heading cloud save","on the upper middle there is a purchase option on left","in the middle there are some text information about the cloud save app","on the bottom right there is a sign in option","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.idev.app.security.lockscreen-screens/screenshot_6.png","the screen shows a launcher containing a simple instruction and a list of available apps","to the top of the screen is a prompt to tap to start interactivity this may start an additional feature in the launcher","to the bottom of the screen is a three icon wide grid of app icon buttons","","","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/sweet.candy.cloud.cartoon-screens/screenshot_1.png","the screen gives the user a preview of the cm launcher","there is an icon on the bottom that the user can click to install the application","there are three dots near the bottom of the screen that allows the user to swipe to gain access to the next screen","","","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.groundspeak.geocaching.intro-screens/screenshot_3.png","screen log in where user to start finding geocaches","in the center of the screen is a text field where the user inputs their email address","in the right corner of the username have a link where user can use to recover their details","in the top left hand corner there is a button that the user can click to take them to the previous screen","below that text field there is a log in button where user log in to there account","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.andromo.dev498527.app570067-screens/screenshot_1.png","this page displays relevant content in webpage format","a back button is displayed in the top left corner","a reload and menu button are located in the top right corner","the title of the page is displayed at the top center of the screen","under the header bar the entirety of the frame will display relevant content","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.j2.efax-screens/screenshot_6.png","screen shows sign up page","in top left corner back option is placed for go to previous","below the back option there is a text field where user can input their card number","below the text field there is another text field where user can input their date of birth","below the text field there is another text field where user can input their first name last name","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.lexi.android-screens/screenshot_6.png","screen shows lexicomp sign in page","in first line there are three is a text field where user can input their email","below the email text field there is a another text field where user can input their password","below the password field there is a sign in button where user can sign in","below the sign in button there is a create account button where user can create new account","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.drawapp.Tic_Tac_Toe-screens/screenshot_1.png","this screen is a display of painting application","at the top left corner there is an arrow link button which can be used to go back to the previous page","below the arrow mark a picture is displayed","below the picture many colors are displayed","at the top right corner a tick symbol is displayed after coloring you can click on that tick mark","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.proj.minecraftgirlskins-screens/screenshot_4.png","this is a download page for user created art","the top banner has the source name","the middle icon shows the art and a caption","the middle icons allow users to download the art","the bottom two buttons show the current search results and a favorites tab","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.proj.minecraftgirlskins-screens/screenshot_4.png","this screen provides options for the panda girl emoji screen","to the top left there is an arrow to return to the previous screen","at the top right there is an icon to share the page outside of the app","in the middle of the screen there is a picture of the panda girl emoji","below the emoji there is a link to download the emoji","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/androidhive.SquadWallpaper.app-screens/screenshot_2.png","this screen is a settings page of some application","at the top left corner a label is displayed","the label is displayed as settings","below the settings label there are three blank fields","you can enter the details","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.eyeplus.feedy.vn-screens/screenshot_4.png","screen shows that dang nhap alert message","top of the screen setting option is displayed","top of the screen bell is placed for user needs","top of the screen search option is given for search the user needs","in right corner of the message ok option is given","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.rally.wellness-screens/screenshot_1.png","this screen displays a sign up or login page of some application","at the top center a label is displayed known as rally","at the center there is a pop which usis displayed with a label called update needed","the popup is displayed with the version details","at the bottom right corner of the popup there is a link button called update now","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/hai.lior.ukaleletunerfree-screens/screenshot_1.png","screen shows ukulele tuner free app options","on the top there is a heading ukulele tuner free","on the upper middle there is a forward option on right","on the upper middle the is a heading tuning style","from middle to bottom there are eight tuning options","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/org.iggymedia.periodtracker-screens/screenshot_2.png","the screen provides configuration guidance for an app","to the top right of the screen is a back button","in the center of the screen are two radio buttons allowing the user to decide between main configuration options","to the bottom center of the screen is a next button","","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.momentum.video-screens/screenshot_1.png","this screen allows users to create the account using phone number or email id and to return to the login","user can give phone number or email as input to create account","user can return to login page if already created account","user can click on privacy policies to view policy details","user can click on next button once input is typed correctly in the field","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/ipnossoft.rma.oriental-screens/screenshot_1.png","the screen displays the various apps for relax","the user can click on the apps displayed","the user can click on the search icon to search for an particular icon","the user can click on the right icon to view menus","the user can click on the previous icon at the top to move to the previous page","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.medisafe.android.client-screens/screenshot_1.png","screen shows medisafe premium options","on the top left corner there is a back option","in the middle there are eight option in a column","on the bottom left there is a text information about monthly","on the bottom right there is a text information about annauly","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.medisafe.android.client-screens/screenshot_1.png","a screen to sign up for medisafepremium app","top left is a back arrow","center of screen is a list of ways to customize the app","bottom left is a button for monthly subscription","bottom right is a button for yearly subscription","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.devuni.flashlight.ledclassic-screens/screenshot_1.png","screen showing a message box prompting the user to install tiny flaslight","the center of the page has a message box to install tiny flashlight","a button open market is given at the bottom of the box user can click it to stat install","","","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.libiitech.petbabycare-screens/screenshot_1.png","the image is link to a game named hair salon sweet princess in google play store","the link redirects to google play store game application","the image shows android home back and clear buttons","the game is developed by more games","the game is free","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.sourcecastle.freelogbook-screens/screenshot_1.png","screen shows car screen","in top of the screen back option is placed for go previous","in top of the screen setting option is placed","in top of the screen save option is placed","center of the screen license plate and car option is given","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.allintheloop.realtor-screens/screenshot_3.png","screen shows national association of realtors app homepage","on the top there is a heading that national association of realtors","in the middle left there is a heading aei","in the middle there are some text about the app","in the middle there are some graphics work on right","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.allintheloop.realtor-screens/screenshot_3.png","this screen allows viewers to see the association of realtors","this screen shows the two thousand seventeen associations executive institute","this screen shows that the realtors are in denver","this screen shows that the dates were in march two thousand seventeen","this screen shows various landmarks in denver","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.aries.software.dmv_practice_test-screens/screenshot_2.png","this screen allows the user to view a list of traffic signs and corresponding answer choices","in the center are a list of answer choices","above is the original question with two visuals below","at the top left hand you will see the quesion number out of total questions within the app","at the bottom right is a next button allowing you to proceed to the next question","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.meetappevent.polygon-screens/screenshot_2.png","screen shows as a related to event selecting","center part of the screen one window available for entering a code particular event","center part of right side search button view that we can find any event listed in this website","top bottom right side next arrow indicate that next page of entering code","top bottom center part later word written which means that show event in later","N/A"
